category,language,source_url,local_path,size_bytes
"revised","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/1857625/PUA271_2023.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\UNK\PUA271_2023.pdf",630746
"revised","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/1909242/PUB 1.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\UNK\PUB 1.pdf",187828
"revised","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2253298/PUA204_2024.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\UNK\PUA204_2024.pdf",453382
"revised","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2494143/PUA 342_2024.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\UNK\PUA 342_2024.pdf",209106
"revised","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2894274/PUA168_2025.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\UNK\PUA168_2025.pdf",706680
"revised","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2916920/PUA 180_2025.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\UNK\PUA 180_2025.pdf",2124116
"revised","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2967620/PUA 210 (2025).pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\UNK\PUA 210 (2025).pdf",502953
"revised","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2973703/PUA214_2025.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\UNK\PUA214_2025.pdf",176318
"revised","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/3148000/PUA 379_2025.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\UNK\PUA 379_2025.pdf",800251
"revised","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/3189651/PUA408_2025.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\UNK\PUA408_2025.pdf",400808
"revised","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/Act A248_1974.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\UNK\Act A248_1974.pdf",411826
"revised","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/254_BI/ACT 242.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\EN\ACT 242.pdf",13754011
"revised","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/Act A598_1984.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\UNK\Act A598_1984.pdf",1384224
"revised","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/ACT A742 Aug 1989.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\UNK\ACT A742 Aug 1989.pdf",1585984
"revised","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/PU A 349 Nov 2001.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\UNK\PU A 349 Nov 2001.pdf",216405
"revised","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/ACT A1157 Aug 2002.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\UNK\ACT A1157 Aug 2002.pdf",91106
"revised","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/LOM/EN/Act 487.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\EN\Act 487.pdf",189915
"revised","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/20150224_A1481_BI_A1481 BI.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\UNK\20150224_A1481_BI_A1481 BI.pdf",376967
"revised","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/pub_20160129_P.U. (B) 50_Penetapan Tarikh Permulaan Kuat Kuasa Akta Juruukur Bahan Pindaan 2015.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\UNK\pub_20160129_P.U. (B) 50_Penetapan Tarikh Permulaan Kuat Kuasa Akta Juruukur Bahan Pindaan 2015.pdf",273099
"revised","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/LOM/EN/Final Copy Act 487 (10 5 2016).pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\EN\Final Copy Act 487 (10 5 2016).pdf",441030
"revised","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/LOM/EN/Act 486.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\EN\Act 486.pdf",260402
"revised","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/PUA 455 2009.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\UNK\PUA 455 2009.pdf",700998
"revised","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/PUB 16 2011.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\UNK\PUB 16 2011.pdf",298608
"revised","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/LOM/EN/Act 486 - Land Acquisition Act 1960.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\EN\Act 486 - Land Acquisition Act 1960.pdf",535131
"revised","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/20160909_A1517_BI_Akta A1517 BI.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\UNK\20160909_A1517_BI_Akta A1517 BI.pdf",287829
"revised","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/LOM/EN/Act 486 - Reprint Online (Jun 2018).pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\EN\Act 486 - Reprint Online (Jun 2018).pdf",1043295
"revised","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/1744763/PUA 305 (2022).pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\UNK\PUA 305 (2022).pdf",683860
"revised","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/1745150_BI/011022 Act 486_Final.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\EN\011022 Act 486_Final.pdf",1048565
"revised","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/LOM/EN/WARTA ACT 474.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\EN\WARTA ACT 474.pdf",2975965
"revised","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/LOM/EN/Act 473.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\EN\Act 473.pdf",67482
"revised","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/LOM/EN/Act_472.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\EN\Act_472.pdf",733355
"revised","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/LOM/MY/Akta 462 - Akta Bank Pembangunan Asia 1966.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\MS\Akta 462 - Akta Bank Pembangunan Asia 1966.pdf",159838
"revised","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/LOM/EN/Act 462.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\EN\Act 462.pdf",22818
"revised","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/LOM/EN/Act 462 - Asian Development Bank Act 1966.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\EN\Act 462 - Asian Development Bank Act 1966.pdf",172023
"revised","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/1728227/02. P.U. (B) 324-1970.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\UNK\02. P.U. (B) 324-1970.pdf",2142893
"revised","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2393/P.U. (A) 293_2012.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\UNK\P.U. (A) 293_2012.pdf",71482
"revised","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2392/P.U. (A) 291_2012.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\UNK\P.U. (A) 291_2012.pdf",63196
"revised","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2394/P.U. (A) 292_2012.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\UNK\P.U. (A) 292_2012.pdf",61411
"revised","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/LOM/MY/Akta 461 - Akta Kehadiran Wajib Pesalah-Pesalah 1954.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\MS\Akta 461 - Akta Kehadiran Wajib Pesalah-Pesalah 1954.pdf",250393
"revised","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/1697237/pua_20210415_PUA173.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\UNK\pua_20210415_PUA173.pdf",710422
"revised","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/1741974_BM/Akta A1660.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\MS\Akta A1660.pdf",227469
"revised","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/3144199_BM/Akta A1768 - AKTA KEHADIRAN WAJIB PESALAH-PESALAH (PINDAAN) 2025.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\MS\Akta A1768 - AKTA KEHADIRAN WAJIB PESALAH-PESALAH (PINDAAN) 2025.pdf",296114
"revised","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/LOM/EN/Act 461.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\EN\Act 461.pdf",27100
"revised","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/1741974_BI/Act A1660.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\EN\Act A1660.pdf",232025
"revised","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/1744400_BI/Act 461 - Final Draft (30.9.2022).pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\EN\Act 461 - Final Draft (30.9.2022).pdf",284398
"revised","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/3144199_BI/Act A1768 - OFFENDERS COMPULSORY ATTENDANCE (AMENDMENT) ACT 2025.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\EN\Act A1768 - OFFENDERS COMPULSORY ATTENDANCE (AMENDMENT) ACT 2025.pdf",295681
"revised","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/LOM/EN/Act 460.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\EN\Act 460.pdf",33528
"revised","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/2259804_BI/ACT 459 REVISED 1991.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\EN\ACT 459 REVISED 1991.pdf",2215477
"revised","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/2259806_BI/Act 458 Revised 1991.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\EN\Act 458 Revised 1991.pdf",4774202
"revised","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/2259808_BI/ACT 457 REVISED 1991.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\EN\ACT 457 REVISED 1991.pdf",2565345
"revised","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/2259810_BI/ACT 456 REVISED 1991.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\EN\ACT 456 REVISED 1991.pdf",3341254
"revised","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/LOM/EN/Act 455.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\EN\Act 455.pdf",32623
"revised","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/2259813_BI/ACT 450 REVISED 1990.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\EN\ACT 450 REVISED 1990.pdf",5488822
"revised","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/490_BM/AKTA 478.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\MS\AKTA 478.pdf",1823441
"revised","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/2259816_BI/ACT 437 REVISED 1990.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\EN\ACT 437 REVISED 1990.pdf",4857023
"revised","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/2259817_BI/Act 436 BI (Revised 1990).pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\EN\Act 436 BI (Revised 1990).pdf",1561419
"revised","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/2259819_BI/ACT 435 REVISED 1990.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\EN\ACT 435 REVISED 1990.pdf",5300361
"revised","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/340_BI/ACT 328.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\EN\ACT 328.pdf",13358892
"revised","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/LOM/EN/Act 434 Repealed.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\EN\Act 434 Repealed.pdf",12727
"revised","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/LOM/EN/Act 433 Repealed.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\EN\Act 433 Repealed.pdf",139565
"revised","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/2259827_BI/ACT 432 REVISED 1990.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\EN\ACT 432 REVISED 1990.pdf",15611749
"revised","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/2259829_BI/ACT 431 REVISED 1990.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\EN\ACT 431 REVISED 1990.pdf",3649738
"revised","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/2259832_BI/ACT 430 REVISED 1990.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\EN\ACT 430 REVISED 1990.pdf",4490336
"revised","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/2259835_BI/ACT 429 REVISED 1990.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\EN\ACT 429 REVISED 1990.pdf",2769865
"revised","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/3392407_BM/AKTA 428 REVISED 1990.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\MS\AKTA 428 REVISED 1990.pdf",2361018
"revised","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/2259836_BI/ACT 428 REVISED 1990.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\EN\ACT 428 REVISED 1990.pdf",2197010
"revised","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/3392312_BM/AKTA 427 REVISED 1990.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\MS\AKTA 427 REVISED 1990.pdf",19479383
"revised","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/2259837_BI/ACT 427 REVISED 1990.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\EN\ACT 427 REVISED 1990.pdf",15639538
"revised","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/3391852_BM/AKTA 426 REVISED 1990.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\MS\AKTA 426 REVISED 1990.pdf",2759724
"revised","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/2259839_BI/ACT 426 REVISED 1990.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\EN\ACT 426 REVISED 1990.pdf",2877502
"revised","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/2259841_BI/2015_001.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\EN\2015_001.pdf",2957535
"revised","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/3389832_BM/AKTA 424 REVISED 1990.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\MS\AKTA 424 REVISED 1990.pdf",8362907
"revised","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/2259844_BI/AKTA 424 REVISED 1990.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\EN\AKTA 424 REVISED 1990.pdf",8362907
"revised","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/2220017_BI/Water Act 1920 [Act 418].pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\EN\Water Act 1920 [Act 418].pdf",1323749
"revised","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/2259851_BI/ACT 417 REVISED 1989.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\EN\ACT 417 REVISED 1989.pdf",4876431
"revised","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/1727637_BM/AKTA 417 REVISED 1989.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\MS\AKTA 417 REVISED 1989.pdf",4478295
"revised","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/3388902_BM/AKTA 416 REVISED 1989.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\MS\AKTA 416 REVISED 1989.pdf",2643296
"revised","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/2259853_BI/ACT 416 REVISED 1989.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\EN\ACT 416 REVISED 1989.pdf",2328774
"revised","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/2259857_BI/Revised Text 1989-Act 415.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\EN\Revised Text 1989-Act 415.pdf",350896
"revised","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/1727631_BM/Salinan Akta 415-Disemak tahun 1989 (1).pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\MS\Salinan Akta 415-Disemak tahun 1989 (1).pdf",434971
"revised","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/2259859_BI/ACT 414 REVISED 1989.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\EN\ACT 414 REVISED 1989.pdf",3133737
"revised","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/2259860_BI/ACT 413 (1).pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\EN\ACT 413 (1).pdf",2255507
"revised","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/2259862_BI/ACT 412 REVISED 1989.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\EN\ACT 412 REVISED 1989.pdf",2724157
"revised","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/2259869_BI/ACT 411 REVISED 1989.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\EN\ACT 411 REVISED 1989.pdf",6955442
"revised","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/2259872_BI/ACT 410 REVISED 1989.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\EN\ACT 410 REVISED 1989.pdf",5747372
"revised","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/2253977_BM/AKTA 410 REVISED 1989.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\MS\AKTA 410 REVISED 1989.pdf",4860681
"revised","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/2259899_BI/ACT 408 REVISED 1989.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\EN\ACT 408 REVISED 1989.pdf",6696497
"revised","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/333_BI/Original_Act 321.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\EN\Original_Act 321.pdf",316734
"revised","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/LOM/EN/Act 407 repealed by Act 551.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\EN\Act 407 repealed by Act 551.pdf",288276
"revised","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/2259906_BI/ACT 406 REVISED 1989.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\EN\ACT 406 REVISED 1989.pdf",6860782
"revised","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/1727636_BM/AKTA 405 - REVISED 1989 1.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\MS\AKTA 405 - REVISED 1989 1.pdf",3003615
"revised","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/2259907_BI/ACT 405 REVISED 1989.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\EN\ACT 405 REVISED 1989.pdf",2664462
"revised","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/2259915_BI/ACT 404 REVISED 1989.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\EN\ACT 404 REVISED 1989.pdf",1619478
"revised","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/2259918_BI/ACT 403 REVISED 1989.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\EN\ACT 403 REVISED 1989.pdf",5425996
"revised","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/2259920_BI/ACT 402 REVISED 1989.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\EN\ACT 402 REVISED 1989.pdf",31900385
"revised","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/LOM/EN/Act 401 repealed by act 551.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\EN\Act 401 repealed by act 551.pdf",287809
"revised","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/333_BM/Warta Asal Akta Badan Berkanun Getah 1985 [Akta 321].pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\MS\Warta Asal Akta Badan Berkanun Getah 1985 [Akta 321].pdf",279222
"revised","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/2259927_BI/act 400 revised .pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\EN\act 400 revised .pdf",18377307
"revised","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/2259934_BI/Act 399 Revised.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\EN\Act 399 Revised.pdf",8158396
"revised","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/2259939_BI/Act 397 Revised.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\EN\Act 397 Revised.pdf",7305105
"revised","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/2253983_BM/Akta 396 Disemak.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\MS\Akta 396 Disemak.pdf",224241
"revised","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/2259947_BI/Act 396 Revised.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\EN\Act 396 Revised.pdf",2176757
"revised","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/3438699_BI/Act 395 Revised.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\EN\Act 395 Revised.pdf",2242233
"revised","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/2253986_BM/Warta- Akta 393.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\MS\Warta- Akta 393.pdf",1401491
"revised","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/2259950_BI/Warta- Act 393.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\EN\Warta- Act 393.pdf",1023779
"revised","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/2259953_BI/Act 392 Revised.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\EN\Act 392 Revised.pdf",13868451
"revised","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/2259956_BI/Act 391 Revised.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\EN\Act 391 Revised.pdf",1426260
"revised","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/2253987_BM/Akta 391 Disemak.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\MS\Akta 391 Disemak.pdf",2957692
"revised","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/LOM/EN/Act 390.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\EN\Act 390.pdf",68217
"revised","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/2253988_BM/Akta 389 Disemak.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\revised\MS\Akta 389 Disemak.pdf",5434457
