file,reason,detail
pdfs/updated/EN/06.Act 356 Revised.pdf,needs_ocr,0/14 text pages
pdfs/updated/EN/07.Act 356 Reprint 2001.pdf,needs_ocr,0/14 text pages
pdfs/updated/EN/1074_001.pdf,needs_ocr,0/31 text pages
pdfs/updated/EN/465 BI_REPEALED.pdf,needs_ocr,0/1 text pages
pdfs/updated/EN/502 REPRINT 2002.pdf,needs_ocr,0/71 text pages
pdfs/updated/EN/556 Repealed by Act 679.pdf,repealed_in_filename,556 Repealed by Act 679
pdfs/updated/EN/575 BM (Dimansuhkan).pdf,no_sections_matched,1p
pdfs/updated/EN/577 BI.pdf,no_sections_matched,1p
pdfs/updated/EN/762 BI-Repealed Act.pdf,repealed_in_filename,762 BI-Repealed Act
pdfs/updated/EN/A240 PARTNERSHIP 1974 AMEND_repaired.pdf,needs_ocr,0/4 text pages
pdfs/updated/EN/act  211-repealed.pdf,repealed_in_filename,act  211-repealed
pdfs/updated/EN/Act 102-repealed.pdf,repealed_in_filename,Act 102-repealed
pdfs/updated/EN/Act 114.pdf,no_sections_matched,9p
pdfs/updated/EN/ACT 115 - REPRINT 2006.pdf,needs_ocr,0/11 text pages
pdfs/updated/EN/ACT 119- REPRINT 2000 (BI).pdf,needs_ocr,0/14 text pages
pdfs/updated/EN/Act 12.pdf,no_sections_matched,10p
pdfs/updated/EN/Act 125 - Repealed by Act 777.pdf,repealed_in_filename,Act 125 - Repealed by Act 777
pdfs/updated/EN/ACT 13 REVISED 1969.pdf,needs_ocr,0/5 text pages
pdfs/updated/EN/Act 136.pdf,no_sections_matched,91p
pdfs/updated/EN/Act 151 revoked.pdf,needs_ocr,0/1 text pages
pdfs/updated/EN/Act 157 - (Repealed by Act 549).pdf,repealed_in_filename,Act 157 - (Repealed by Act 549)
pdfs/updated/EN/Act 168 - Repeal by Act 645.pdf,repealed_in_filename,Act 168 - Repeal by Act 645
pdfs/updated/EN/Act 179.pdf,no_sections_matched,2p
pdfs/updated/EN/Act 182.pdf,no_sections_matched,2p
pdfs/updated/EN/Act 184.pdf,no_sections_matched,12p
pdfs/updated/EN/Act 186 (Repealed).pdf,repealed_in_filename,Act 186 (Repealed)
pdfs/updated/EN/Act 192 (Repealed).pdf,repealed_in_filename,Act 192 (Repealed)
pdfs/updated/EN/Act 195 Repealed.pdf,repealed_in_filename,Act 195 Repealed
pdfs/updated/EN/Act 198.pdf,no_sections_matched,10p
pdfs/updated/EN/Act 199 Repealed.pdf,repealed_in_filename,Act 199 Repealed
pdfs/updated/EN/ACT 20.pdf,needs_ocr,0/25 text pages
pdfs/updated/EN/Act 205.pdf,no_sections_matched,8p
pdfs/updated/EN/act 210-repealed.pdf,repealed_in_filename,act 210-repealed
pdfs/updated/EN/Act 214.pdf,no_sections_matched,2p
pdfs/updated/EN/Act 215.pdf,no_sections_matched,2p
pdfs/updated/EN/Act 218.pdf,no_sections_matched,2p
pdfs/updated/EN/Act 219.pdf,no_sections_matched,2p
pdfs/updated/EN/ACT 22 - REPRINT 2006.pdf,no_sections_matched,8p
pdfs/updated/EN/Act 223 - repealed by Act 270.pdf,repealed_in_filename,Act 223 - repealed by Act 270
pdfs/updated/EN/Act 224.pdf,no_sections_matched,2p
pdfs/updated/EN/Act 229- repealed by Act 324.pdf,repealed_in_filename,Act 229- repealed by Act 324
pdfs/updated/EN/Act 23-repealed.pdf,repealed_in_filename,Act 23-repealed
pdfs/updated/EN/Act 232-repealed  by Act 468.pdf,repealed_in_filename,Act 232-repealed  by Act 468
pdfs/updated/EN/Act 24-repealed.pdf,repealed_in_filename,Act 24-repealed
pdfs/updated/EN/Act 247_.pdf,needs_ocr,0/22 text pages
pdfs/updated/EN/Act 252 Repealed by Act 470.pdf,repealed_in_filename,Act 252 Repealed by Act 470
pdfs/updated/EN/Act 276 Repealed by Act 759.pdf,repealed_in_filename,Act 276 Repealed by Act 759
pdfs/updated/EN/Act 285 Repealed by Act 567.pdf,repealed_in_filename,Act 285 Repealed by Act 567
pdfs/updated/EN/Act 287 Repealed by Act 502.pdf,repealed_in_filename,Act 287 Repealed by Act 502
pdfs/updated/EN/ACT 296 REPRINT 2006.pdf,needs_ocr,0/26 text pages
pdfs/updated/EN/ACT 310 REPEALED BY ACT 364.pdf,repealed_in_filename,ACT 310 REPEALED BY ACT 364
pdfs/updated/EN/Act 33.pdf,no_sections_matched,9p
pdfs/updated/EN/Act 338 (Repealed).pdf,repealed_in_filename,Act 338 (Repealed)
pdfs/updated/EN/Act 35 Repealed.pdf,repealed_in_filename,Act 35 Repealed
pdfs/updated/EN/Act 363 -Repelaed by Act 572.pdf,no_sections_matched,2p
pdfs/updated/EN/ACT 372.pdf,needs_ocr,0/156 text pages
pdfs/updated/EN/Act 377_REPEAL.pdf,no_sections_matched,1p
pdfs/updated/EN/Act 38 Repealed.pdf,repealed_in_filename,Act 38 Repealed
pdfs/updated/EN/Act 39.pdf,no_sections_matched,11p
pdfs/updated/EN/Act 391.pdf,no_sections_matched,8p
pdfs/updated/EN/Act 394 BI Online Repealed Amendment by Act A837.pdf,repealed_in_filename,Act 394 BI Online Repealed Amendment by Act A837
pdfs/updated/EN/Act 40 Repealed.pdf,repealed_in_filename,Act 40 Repealed
pdfs/updated/EN/Act 401 repealed by act 551.pdf,repealed_in_filename,Act 401 repealed by act 551
pdfs/updated/EN/Act 407 repealed by Act 551.pdf,repealed_in_filename,Act 407 repealed by Act 551
pdfs/updated/EN/Act 41.pdf,no_sections_matched,8p
pdfs/updated/EN/Act 42 Repealed.pdf,repealed_in_filename,Act 42 Repealed
pdfs/updated/EN/Act 43 Repealed.pdf,repealed_in_filename,Act 43 Repealed
pdfs/updated/EN/Act 433 Repealed.pdf,repealed_in_filename,Act 433 Repealed
pdfs/updated/EN/Act 434 Repealed.pdf,repealed_in_filename,Act 434 Repealed
pdfs/updated/EN/Act 437 (Online 2025).pdf,no_sections_matched,1p
pdfs/updated/EN/Act 442 Repealed.pdf,repealed_in_filename,Act 442 Repealed
pdfs/updated/EN/Act 443 Repealed.pdf,repealed_in_filename,Act 443 Repealed
pdfs/updated/EN/Act 46 Repealed.pdf,repealed_in_filename,Act 46 Repealed
pdfs/updated/EN/Act 47 Repealed.pdf,repealed_in_filename,Act 47 Repealed
pdfs/updated/EN/ACT 478.pdf,needs_ocr,0/5 text pages
pdfs/updated/EN/ACT 48 REPEALED.pdf,repealed_in_filename,ACT 48 REPEALED
pdfs/updated/EN/Act 491 KULIT.pdf,no_sections_matched,2p
pdfs/updated/EN/Act 496 Repealed.pdf,repealed_in_filename,Act 496 Repealed
pdfs/updated/EN/ACT 502.pdf,needs_ocr,0/65 text pages
pdfs/updated/EN/Act 516 - Repeal by Act 724.pdf,repealed_in_filename,Act 516 - Repeal by Act 724
pdfs/updated/EN/Act 52 REPEAL.pdf,repealed_in_filename,Act 52 REPEAL
pdfs/updated/EN/Act 526 - Repeal by Act 551.pdf,repealed_in_filename,Act 526 - Repeal by Act 551
pdfs/updated/EN/Act 54 (REPEAL).pdf,repealed_in_filename,Act 54 (REPEAL)
pdfs/updated/EN/Act 57 (REPEAL).pdf,repealed_in_filename,Act 57 (REPEAL)
pdfs/updated/EN/Act 572 - Control of Rent (Repeal) Act 1997.pdf,repealed_in_filename,Act 572 - Control of Rent (Repeal) Act 1997
pdfs/updated/EN/Act 579.pdf,no_sections_matched,1p
pdfs/updated/EN/Act 58 (REPEAL).pdf,repealed_in_filename,Act 58 (REPEAL)
pdfs/updated/EN/Act 64 Repealed.pdf,repealed_in_filename,Act 64 Repealed
pdfs/updated/EN/ACT 66 - REPRINT 2006.pdf,no_sections_matched,7p
pdfs/updated/EN/Act 68 Repealed.pdf,repealed_in_filename,Act 68 Repealed
pdfs/updated/EN/Act 691 (REPRINT 2018).pdf,no_sections_matched,1p
pdfs/updated/EN/Act 72 (Repeal).pdf,repealed_in_filename,Act 72 (Repeal)
pdfs/updated/EN/Act 73 (Repeal).pdf,repealed_in_filename,Act 73 (Repeal)
pdfs/updated/EN/Act 735 - Banishment (Repeal) Act 2011.pdf,repealed_in_filename,Act 735 - Banishment (Repeal) Act 2011
pdfs/updated/EN/ACT 759 (MEMANSUHKAN AKTA 312).pdf,needs_ocr,0/4 text pages
pdfs/updated/EN/Act 76 (Repeal).pdf,repealed_in_filename,Act 76 (Repeal)
pdfs/updated/EN/Act 782.pdf,needs_ocr,0/2 text pages
pdfs/updated/EN/ACT 788.pdf,needs_ocr,0/38 text pages
pdfs/updated/EN/Act 79 (Repeal).pdf,repealed_in_filename,Act 79 (Repeal)
pdfs/updated/EN/Act 82 (repealed).pdf,repealed_in_filename,Act 82 (repealed)
pdfs/updated/EN/Act 84 Repealed.pdf,repealed_in_filename,Act 84 Repealed
pdfs/updated/EN/Act 87 repealed.pdf,repealed_in_filename,Act 87 repealed
pdfs/updated/EN/Act 89- Repealed.pdf,repealed_in_filename,Act 89- Repealed
pdfs/updated/EN/Act 90- Repealed.pdf,repealed_in_filename,Act 90- Repealed
pdfs/updated/EN/Act 93 - Repealed by Act 646.pdf,repealed_in_filename,Act 93 - Repealed by Act 646
pdfs/updated/EN/Act A1634y2021.pdf,needs_ocr,0/6 text pages
pdfs/updated/EN/ACT A928.pdf,needs_ocr,0/12 text pages
pdfs/updated/EN/ACT A963.pdf,needs_ocr,0/5 text pages
pdfs/updated/EN/Act A987.pdf,needs_ocr,0/26 text pages
pdfs/updated/EN/ACT A996.pdf,needs_ocr,0/6 text pages
pdfs/updated/EN/AKTA 63 BI REPEAL.pdf,repealed_in_filename,AKTA 63 BI REPEAL
pdfs/updated/EN/L.N. 332-1958.pdf,needs_ocr,0/67 text pages
pdfs/updated/EN/L.N. 458.1964.pdf,needs_ocr,0/1 text pages
pdfs/updated/EN/Muka surat depan Act 271 (Repealed by Act 575).pdf,repealed_in_filename,Muka surat depan Act 271 (Repealed by Act 575)
pdfs/updated/EN/Muka surat depan Act 272 (Repealed by Act 452).pdf,repealed_in_filename,Muka surat depan Act 272 (Repealed by Act 452)
pdfs/updated/EN/Muka surat depan Act 277 (Repealed by Act 447).pdf,repealed_in_filename,Muka surat depan Act 277 (Repealed by Act 447)
pdfs/updated/EN/Muka surat depan Act 671 - Capital Markets and Services Act 2007.pdf,needs_ocr,0/3 text pages
pdfs/updated/EN/Ori 135 no1.1961.pdf,needs_ocr,0/17 text pages
pdfs/updated/EN/Repealed by Act 758.pdf,repealed_in_filename,Repealed by Act 758
pdfs/updated/EN/Reprint 2000 Act135.pdf,needs_ocr,0/23 text pages
pdfs/updated/EN/reprint 2006 (Act 59).pdf,no_sections_matched,7p
pdfs/updated/EN/Revised ACT 135.pdf,needs_ocr,0/20 text pages
pdfs/updated/EN/Sab. G.N.S. 129.1963.pdf,needs_ocr,0/29 text pages
pdfs/updated/EN/WJW240906 Act 714 (Repealed by Act 811).pdf,repealed_in_filename,WJW240906 Act 714 (Repealed by Act 811)
pdfs/amendment/EN/ACT A1394.pdf,needs_ocr,0/19 text pages
pdfs/amendment/EN/Act A1395.pdf,unreadable,Failed to open file 'C:\\Users\\huiyee\\OneDrive\\Documents\\claude\\playground\\malaysia_law\\pdfs\\amendment\\EN\\Act 
pdfs/amendment/EN/Act A1422.pdf,needs_ocr,0/9 text pages
pdfs/amendment/EN/Act A1423.pdf,needs_ocr,0/6 text pages
pdfs/amendment/EN/Act A1431.pdf,needs_ocr,0/12 text pages
pdfs/amendment/EN/Act A1470.pdf,needs_ocr,0/4 text pages
pdfs/amendment/EN/Act A1521.pdf,needs_ocr,0/24 text pages
pdfs/amendment/EN/ACT A1558.pdf,needs_ocr,0/5 text pages
pdfs/amendment/EN/ACT A1595.pdf,needs_ocr,0/13 text pages
pdfs/amendment/EN/ACT A1630.pdf,needs_ocr,0/5 text pages
pdfs/amendment/EN/Act A1634y2021.pdf,needs_ocr,0/6 text pages
pdfs/translated/EN/001 - EN. NO. 19 OF 1936 (1).pdf,needs_ocr,0/8 text pages
pdfs/translated/EN/001 - L.N. 52-1949.pdf,needs_ocr,0/1 text pages
pdfs/translated/EN/002 - EN NO 18 1937 (1).pdf,needs_ocr,0/2 text pages
pdfs/translated/EN/002 - NO. 2 OF 1950 (ORD. 2-1950).pdf,needs_ocr,0/3 text pages
pdfs/translated/EN/003 - L.N. 41-1951.pdf,needs_ocr,0/2 text pages
"pdfs/translated/EN/003. AA245 - Election Offences (Amendment) Act, 1974.pdf",needs_ocr,0/6 text pages
pdfs/translated/EN/004 - ACT A128.pdf,needs_ocr,0/9 text pages
pdfs/translated/EN/004 - NO. 29 OF 1951 (ORD. 29-1951).pdf,needs_ocr,0/7 text pages
pdfs/translated/EN/005 - En. No. 2 of 1941.pdf,needs_ocr,0/2 text pages
pdfs/translated/EN/005 - L.N. 637-1951.pdf,needs_ocr,0/1 text pages
pdfs/translated/EN/006 - L.N. 207-1952.pdf,needs_ocr,0/1 text pages
pdfs/translated/EN/007 - L.N. 238-1952.pdf,needs_ocr,0/1 text pages
pdfs/translated/EN/007 - M.U. ORD. NO. 1 OF 1948.pdf,needs_ocr,0/1 text pages
pdfs/translated/EN/008 - F.M. ORD. NO. 1 OF 1948.pdf,needs_ocr,0/36 text pages
pdfs/translated/EN/008 - L.N. 566-1952.pdf,needs_ocr,0/1 text pages
pdfs/translated/EN/009 - NO. 80 OF 1952 (ORD. 80-1952).pdf,needs_ocr,0/2 text pages
pdfs/translated/EN/01. A45 POLICE 1971.pdf,needs_ocr,0/3 text pages
pdfs/translated/EN/01. Act A123.pdf,needs_ocr,0/6 text pages
pdfs/translated/EN/01. Act A612.pdf,needs_ocr,0/3 text pages
pdfs/translated/EN/01. Act A656.pdf,needs_ocr,0/23 text pages
pdfs/translated/EN/01.Act 362 - original.pdf,needs_ocr,0/5 text pages
pdfs/translated/EN/010 - L.N. 240-1953.pdf,needs_ocr,0/3 text pages
pdfs/translated/EN/011 - L.N. 317-1953.pdf,needs_ocr,0/2 text pages
pdfs/translated/EN/012 - L.N. 462-1953.pdf,needs_ocr,0/2 text pages
pdfs/translated/EN/013 - NO. 49 OF 1953 (ORD. 49-1953).pdf,needs_ocr,0/5 text pages
pdfs/translated/EN/014 - L.N. 234-1954.pdf,needs_ocr,0/1 text pages
pdfs/translated/EN/015 - L.N. 293-1954.pdf,needs_ocr,0/2 text pages
pdfs/translated/EN/016 - L.N. 241-1955.pdf,needs_ocr,0/2 text pages
pdfs/translated/EN/017 - L.N. 336-1955.pdf,needs_ocr,0/3 text pages
pdfs/translated/EN/018 - L.N. 501-1955.pdf,needs_ocr,0/2 text pages
pdfs/translated/EN/019 - NO. 34 OF 1955 (ORD. 34-1955).pdf,needs_ocr,0/24 text pages
pdfs/translated/EN/02 A753.pdf,needs_ocr,0/45 text pages
pdfs/translated/EN/02. A303 UNCLAIMED MONEYS 1975 AMEND_repaired.pdf,needs_ocr,0/4 text pages
pdfs/translated/EN/02. A331 BI.pdf,needs_ocr,0/3 text pages
pdfs/translated/EN/02. Act A417.pdf,needs_ocr,0/4 text pages
pdfs/translated/EN/02. Act A730.pdf,needs_ocr,0/3 text pages
pdfs/translated/EN/02. Akta A715.pdf,needs_ocr,0/7 text pages
pdfs/translated/EN/020 - L.N. 233-1956.pdf,needs_ocr,0/2 text pages
pdfs/translated/EN/021 - L.N. 161-1957.pdf,needs_ocr,0/7 text pages
pdfs/translated/EN/022 - ORD. 5-1958.pdf,needs_ocr,0/1 text pages
pdfs/translated/EN/023 - L.N. 174-1958.pdf,needs_ocr,0/3 text pages
pdfs/translated/EN/024 - L.N. 107-1959.pdf,needs_ocr,0/2 text pages
pdfs/translated/EN/025 - NO. 18 OF 1959 (ORD. 18-1959).pdf,needs_ocr,0/3 text pages
pdfs/translated/EN/026 - NO. 24 OF 1959 (ORD. 24-1959).pdf,needs_ocr,0/4 text pages
pdfs/translated/EN/027 - L.N. 191-1961.pdf,needs_ocr,0/2 text pages
pdfs/translated/EN/028 - NO. 38 OF 1962 (ACT 38-1962).pdf,needs_ocr,0/1 text pages
pdfs/translated/EN/029 - ACT 7-1964.pdf,needs_ocr,0/33 text pages
pdfs/translated/EN/03. A325 UNCLAIMED MONEYS 1976 AMEND_repaired.pdf,needs_ocr,0/4 text pages
pdfs/translated/EN/03. A347 POLICE 1976.pdf,needs_ocr,0/3 text pages
pdfs/translated/EN/03. A951 BI.pdf,needs_ocr,0/7 text pages
pdfs/translated/EN/03. Act A139.pdf,needs_ocr,0/3 text pages
pdfs/translated/EN/03. Act A244.pdf,needs_ocr,0/7 text pages
pdfs/translated/EN/03. Act A455.pdf,needs_ocr,0/4 text pages
pdfs/translated/EN/03. Act A591.pdf,needs_ocr,0/4 text pages
pdfs/translated/EN/03. ACT A592 BI.pdf,needs_ocr,0/4 text pages
pdfs/translated/EN/03. Act A751.pdf,needs_ocr,0/17 text pages
pdfs/translated/EN/030 - NO. 68 OF 1965 (ACT 68-1965).pdf,needs_ocr,0/4 text pages
pdfs/translated/EN/031 - L.N. 88-1965.pdf,needs_ocr,0/2 text pages
pdfs/translated/EN/033 - ACT A33.pdf,needs_ocr,0/6 text pages
pdfs/translated/EN/034 - ACT A125.pdf,needs_ocr,0/5 text pages
pdfs/translated/EN/035 - ACT A126.pdf,needs_ocr,0/8 text pages
pdfs/translated/EN/04. A722 UNCLAIMED MONEYS 1989 AMEND_repaired.pdf,needs_ocr,0/6 text pages
pdfs/translated/EN/04. Act 91(Revised) 1972.pdf,needs_ocr,0/38 text pages
pdfs/translated/EN/04. Act A304.pdf,needs_ocr,0/3 text pages
pdfs/translated/EN/04. ACT A31.pdf,needs_ocr,0/5 text pages
pdfs/translated/EN/041 - ACT A315.pdf,needs_ocr,0/3 text pages
pdfs/translated/EN/042 - ACT A328.pdf,needs_ocr,0/9 text pages
pdfs/translated/EN/042-Act A549.pdf,needs_ocr,0/8 text pages
pdfs/translated/EN/046 - ACT A459.pdf,needs_ocr,0/3 text pages
pdfs/translated/EN/048 - ACT A566.pdf,needs_ocr,0/14 text pages
pdfs/translated/EN/05. Act 44 1965.pdf,already_covered,Act 44
pdfs/translated/EN/05. Act A1399_unlocked.pdf,already_covered,Act A1399
pdfs/translated/EN/05. Act A1525 BI_unlocked.pdf,already_covered,Act A1525
pdfs/translated/EN/05. Act A351.pdf,needs_ocr,0/3 text pages
pdfs/translated/EN/05. Act A862.pdf,needs_ocr,0/21 text pages
pdfs/translated/EN/05. Act A910.pdf,needs_ocr,0/3 text pages
pdfs/translated/EN/050 - ACT A887.pdf,needs_ocr,0/5 text pages
pdfs/translated/EN/051 - ACT A1228.pdf,needs_ocr,0/4 text pages
pdfs/translated/EN/052 - ACT A1382.pdf,needs_ocr,0/7 text pages
pdfs/translated/EN/06. A516 POLICE 1981.pdf,needs_ocr,0/4 text pages
pdfs/translated/EN/06. A685 POLICE 1987.pdf,needs_ocr,0/8 text pages
pdfs/translated/EN/06. Act A507.pdf,needs_ocr,0/9 text pages
pdfs/translated/EN/06. Act A877.pdf,needs_ocr,0/6 text pages
pdfs/translated/EN/06. Akta A479.pdf,needs_ocr,0/3 text pages
pdfs/translated/EN/07. Act 281.pdf,needs_ocr,0/31 text pages
pdfs/translated/EN/07. Act A1450_unlocked.pdf,already_covered,Act A1450
pdfs/translated/EN/07. Act A900.pdf,needs_ocr,0/41 text pages
pdfs/translated/EN/08. Act 734_unlocked.pdf,already_covered,Act 734
pdfs/translated/EN/09. Act A1459_unlocked.pdf,already_covered,Act A1459
pdfs/translated/EN/09. Act A993.pdf,needs_ocr,0/8 text pages
pdfs/translated/EN/11. Act A1084.pdf,needs_ocr,0/5 text pages
pdfs/translated/EN/11. Act A1484_unlocked.pdf,already_covered,Act A1484
pdfs/translated/EN/13 of 1965.pdf,needs_ocr,0/5 text pages
pdfs/translated/EN/13. Act A1549_unlocked.pdf,already_covered,Act A1549
pdfs/translated/EN/137 SPECIFIC RELIEF 1950 REPRINT 2000.pdf,needs_ocr,0/42 text pages
pdfs/translated/EN/137 SPECIFIC RELIEF 1950.pdf,needs_ocr,0/37 text pages
pdfs/translated/EN/137 SPECIFIC RELIEF 2006.pdf,already_covered,Act 137
pdfs/translated/EN/194 REPRINT 2001.pdf,needs_ocr,0/11 text pages
pdfs/translated/EN/2600_001 (2).pdf,needs_ocr,0/16 text pages
pdfs/translated/EN/2603_001 (1).pdf,needs_ocr,0/14 text pages
pdfs/translated/EN/2604_001 (1).pdf,needs_ocr,0/8 text pages
pdfs/translated/EN/27 of 1962.pdf,needs_ocr,0/2 text pages
pdfs/translated/EN/27 of 1964.pdf,needs_ocr,0/2 text pages
pdfs/translated/EN/2735_001 (1).pdf,needs_ocr,0/10 text pages
pdfs/translated/EN/2736_001.pdf,needs_ocr,0/24 text pages
pdfs/translated/EN/2856_001 (1).pdf,needs_ocr,0/36 text pages
pdfs/translated/EN/2909_001 (1).pdf,needs_ocr,0/8 text pages
pdfs/translated/EN/2910_001 (1).pdf,needs_ocr,0/8 text pages
pdfs/translated/EN/2911_001 (1).pdf,needs_ocr,0/10 text pages
pdfs/translated/EN/29122020_Act 91.pdf,already_covered,Act 91
pdfs/translated/EN/318 BI.pdf,needs_ocr,0/84 text pages
pdfs/translated/EN/318 REPRINT 2001.pdf,needs_ocr,0/103 text pages
pdfs/translated/EN/327 REPRINT 2001.pdf,needs_ocr,0/105 text pages
pdfs/translated/EN/593 REVISED 1999.pdf,needs_ocr,0/284 text pages
pdfs/translated/EN/74 1965 UNCLAIMED MONEYS_compressed (1).pdf,needs_ocr,0/9 text pages
pdfs/translated/EN/78 of 1965 BI.pdf,needs_ocr,0/2 text pages
pdfs/translated/EN/A1096y2001_unlocked.pdf,already_covered,Act 289
pdfs/translated/EN/A1098y2001_unlocked.pdf,already_covered,Act 257
pdfs/translated/EN/A1302 BI_unlocked.pdf,already_covered,Act 345
pdfs/translated/EN/A1692 BI.pdf,already_covered,Act 593
pdfs/translated/EN/A1705 BI.pdf,already_covered,Act 344
pdfs/translated/EN/A238 SPECIFIC RELIEF 1974 AMEND.pdf,needs_ocr,0/4 text pages
pdfs/translated/EN/A240 PARTNERSHIP 1974 AMEND_repaired.pdf,needs_ocr,0/4 text pages
pdfs/translated/EN/A811 SPECIFIC RELIEF 1992 AMEND.pdf,needs_ocr,0/4 text pages
pdfs/translated/EN/ACT 1 1963.pdf,needs_ocr,0/58 text pages
pdfs/translated/EN/ACT 1 OF 1961.pdf,needs_ocr,0/5 text pages
pdfs/translated/EN/Act 100 (Reprint 2006)(BI).pdf,already_covered,Act 100
pdfs/translated/EN/ACT 100 - REPRINT 1994.pdf,needs_ocr,0/26 text pages
pdfs/translated/EN/ACT 100 - REPRINT 2000.pdf,needs_ocr,0/26 text pages
pdfs/translated/EN/ACT 100 - REVISED 1972.pdf,needs_ocr,0/22 text pages
pdfs/translated/EN/Act 103 (Reprint 2000).pdf,needs_ocr,0/18 text pages
pdfs/translated/EN/Act 103_online final_30 Dis 2023.pdf,already_covered,Act 103
pdfs/translated/EN/Act 114.pdf,already_covered,Act 114
pdfs/translated/EN/ACT 115 - REPRINT 1995.pdf,needs_ocr,0/9 text pages
pdfs/translated/EN/ACT 115 - REPRINT 2006.pdf,needs_ocr,0/11 text pages
pdfs/translated/EN/ACT 115 - REVISED 1973.pdf,needs_ocr,0/8 text pages
pdfs/translated/EN/Act 118 - Housing Development (Control and Licensing) Act 1966.pdf,already_covered,Act 118
pdfs/translated/EN/ACT 118 - REPIRNT  1995 (BI).pdf,needs_ocr,0/24 text pages
pdfs/translated/EN/Act 118 Muktamad.pdf,already_covered,Act 118
pdfs/translated/EN/Act 118- reprint 2006 (BI).pdf,already_covered,Act 118
pdfs/translated/EN/ACT 119- REPRINT 2000 (BI).pdf,needs_ocr,0/14 text pages
pdfs/translated/EN/Act 120.pdf,already_covered,Act 120
pdfs/translated/EN/ACT 13 1966.pdf,needs_ocr,0/38 text pages
pdfs/translated/EN/ACT 13 REVISED 1969.pdf,needs_ocr,0/5 text pages
pdfs/translated/EN/Act 134.pdf,already_covered,Act 134
pdfs/translated/EN/Act 137.pdf,already_covered,Act 137
pdfs/translated/EN/ACT 14 - REPRINT 1992.pdf,needs_ocr,0/10 text pages
pdfs/translated/EN/ACT 14 - REPRINT 1999.pdf,needs_ocr,0/10 text pages
pdfs/translated/EN/ACT 14 - REVISED 1969.pdf,needs_ocr,0/10 text pages
pdfs/translated/EN/Act 14.pdf,already_covered,Act 14
pdfs/translated/EN/ACT 146.pdf,needs_ocr,0/22 text pages
pdfs/translated/EN/ACT 15 - REVISED.pdf,needs_ocr,0/11 text pages
pdfs/translated/EN/Act 15.pdf,already_covered,Act 15
pdfs/translated/EN/Act 159.pdf,already_covered,Act 159
pdfs/translated/EN/Act 16 - Census Act 1960.pdf,already_covered,Act 16
pdfs/translated/EN/ACT 16 - REPRINT 1992.pdf,needs_ocr,0/13 text pages
pdfs/translated/EN/ACT 16 - REPRINT 1999.pdf,needs_ocr,0/13 text pages
pdfs/translated/EN/ACT 16 - REVISED 1969.pdf,needs_ocr,0/11 text pages
pdfs/translated/EN/ACT 16-1961.pdf,needs_ocr,0/2 text pages
pdfs/translated/EN/Act 16.pdf,already_covered,Act 16
pdfs/translated/EN/Act 160 (1).pdf,needs_ocr,0/4 text pages
pdfs/translated/EN/ACT 160.pdf,needs_ocr,0/4 text pages
pdfs/translated/EN/ACT 162.pdf,needs_ocr,0/6 text pages
pdfs/translated/EN/ACT 164.pdf,needs_ocr,0/52 text pages
pdfs/translated/EN/ACT 17 1967.pdf,needs_ocr,0/2 text pages
pdfs/translated/EN/ACT 19 - REPRINT 1982.pdf,needs_ocr,0/16 text pages
pdfs/translated/EN/ACT 19 - REPRINT 1988.pdf,needs_ocr,0/18 text pages
pdfs/translated/EN/ACT 19 - REPRINT 1992.pdf,needs_ocr,0/19 text pages
pdfs/translated/EN/ACT 19 - REPRINT 1994.pdf,needs_ocr,0/19 text pages
pdfs/translated/EN/ACT 19 - REPRINT 2002.pdf,needs_ocr,0/19 text pages
pdfs/translated/EN/ACT 19 - REPRINT 2006.pdf,already_covered,Act 19
pdfs/translated/EN/ACT 19 - REPRINT 2016.pdf,already_covered,Act 19
pdfs/translated/EN/Act 190.pdf,already_covered,Act 190
pdfs/translated/EN/Act 191.pdf,already_covered,Act 191
pdfs/translated/EN/ACT 194 REVISED 1977.pdf,needs_ocr,0/9 text pages
pdfs/translated/EN/Act 194.pdf,already_covered,Act 194
pdfs/translated/EN/Act 196.pdf,already_covered,Act 196
pdfs/translated/EN/Act 198.pdf,already_covered,Act 198
pdfs/translated/EN/ACT 2 OF 1963.pdf,needs_ocr,0/72 text pages
pdfs/translated/EN/ACT 20.pdf,needs_ocr,0/25 text pages
pdfs/translated/EN/Act 200.pdf,already_covered,Act 200
pdfs/translated/EN/Act 201.pdf,already_covered,Act 201
pdfs/translated/EN/ACT 206 REVISED.pdf,needs_ocr,0/43 text pages
pdfs/translated/EN/Act 213.pdf,already_covered,Act 213
pdfs/translated/EN/ACT 22 OF 1963.pdf,needs_ocr,0/5 text pages
pdfs/translated/EN/Act 221 (Reprint).pdf,already_covered,Act 221
pdfs/translated/EN/Act 221 FINAL 22102024.pdf,already_covered,Act 221
pdfs/translated/EN/ACT 221 REPRINT 2001 1.pdf,needs_ocr,0/8 text pages
pdfs/translated/EN/ACT 221 REVISED 1979.pdf,needs_ocr,0/7 text pages
pdfs/translated/EN/ACT 221.pdf,needs_ocr,0/7 text pages
pdfs/translated/EN/ACT 23 1967.pdf,needs_ocr,0/31 text pages
pdfs/translated/EN/ACT 237.pdf,needs_ocr,0/17 text pages
pdfs/translated/EN/Act 25 1967.pdf,needs_ocr,0/20 text pages
pdfs/translated/EN/Act 25 of 1962.pdf,needs_ocr,0/1 text pages
